action,frame_number,input_number,x_inputs,y_inputs
band-stretching,1214,9,232.02555303269386,510.4775931889149
band-stretching,1214,10,210.88692822502654,848.9446162656357
band-stretching,1214,11,217.9763945263401,434.26284206369536
band-stretching,1214,12,378.59133330198335,689.4938703740974
band-stretching,1214,13,384.84546010603356,615.3646243093165
band-stretching,1214,14,536.1421064993215,679.6410217999853
band-stretching,1214,15,535.1996864922004,617.6751456457968
band-stretching,1214,16,664.3485901259847,681.1571922570257
band-stretching,1214,17,664.6910995716196,617.3642427562086
band-stretching,1215,1,177.72833726277133,652.5801306790806
band-stretching,1215,2,164.32302784489858,665.2993772031738
band-stretching,1215,3,162.12485939057623,641.5911455474544
band-stretching,1215,4,161.8199268822531,681.4737669850215
band-stretching,1215,5,158.0765886610986,624.9913733643912
band-stretching,1215,6,211.94787362742855,698.1444569214725
band-stretching,1215,7,214.29916688704787,601.6552782021492
band-stretching,1215,8,222.40434284183752,763.5377062902518
band-stretching,1215,9,232.07267348544772,512.1056785851507
band-stretching,1215,10,210.93703430006474,848.4536939705843
band-stretching,1215,11,218.78532864680403,434.096340444477
band-stretching,1215,12,378.6356366986871,688.9519563268443
band-stretching,1215,13,385.3119476360686,615.5286969103728
band-stretching,1215,14,536.7273637028243,679.6437967316793
band-stretching,1215,15,537.2277825682239,620.1836553092677
band-stretching,1215,16,664.4300590441065,681.2058545722336
band-stretching,1215,17,658.0867428455538,613.0260744474532
band-stretching,1216,1,177.45901639517731,652.2896123881642
band-stretching,1216,2,163.90303507261237,665.1217863394077
band-stretching,1216,3,161.85441820036192,641.4599545052235
band-stretching,1216,4,162.12671933326246,680.8906949450502
band-stretching,1216,5,157.9733742225848,624.81976785295
band-stretching,1216,6,211.75840613250097,697.7765554864363
band-stretching,1216,7,214.26157090270402,601.5435895837908
band-stretching,1216,8,222.28832165510414,763.4205988363583
band-stretching,1216,9,232.85347609182668,513.508491367218
band-stretching,1216,10,210.31382969447546,848.1928952386098
band-stretching,1216,11,218.1058505371771,433.7616314616267
band-stretching,1216,12,378.87399078242163,688.6525171832309
band-stretching,1216,13,385.44742536610937,615.8801755525468
band-stretching,1216,14,537.4055551854317,679.4702758312598
band-stretching,1216,15,538.2281422185171,620.7429517497317
band-stretching,1216,16,664.8260573176835,681.2742806523224
band-stretching,1216,17,658.3304031943482,613.1756081979411
band-stretching,1217,1,177.45424820877477,651.833422003455
band-stretching,1217,2,163.89900853002285,664.7538968159946
band-stretching,1217,3,161.4609979425819,641.2670462472098
band-stretching,1217,4,161.88149736592243,680.9956868489584
band-stretching,1217,5,157.40018759951016,624.6668843158421
band-stretching,1217,6,211.54514698975626,697.842606865364
band-stretching,1217,7,213.9805167061942,601.3194409503684
band-stretching,1217,8,222.18165065643691,764.6015762221897
band-stretching,1217,9,232.0045974879589,513.8040520863827
band-stretching,1217,10,209.7123291819833,848.3517135632029
band-stretching,1217,11,219.32105213858384,427.01084396040693
band-stretching,1217,12,378.9409415764881,688.5241918392613
band-stretching,1217,13,396.0440207387472,614.409513212944
band-stretching,1217,14,536.632401867151,679.98118344738
band-stretching,1217,15,530.4194037957265,619.3418532884465
band-stretching,1217,16,665.1489626055121,681.6553258486412
band-stretching,1217,17,665.6079665566284,617.3819024520028
band-stretching,1218,1,176.91624252541553,651.1518024858509
band-stretching,1218,2,163.40333666120256,664.6027788196477
band-stretching,1218,3,161.14841900321548,640.5869346219613
band-stretching,1218,4,161.05692277503576,680.3944700719043
band-stretching,1218,5,156.94509328982372,624.222185788538
band-stretching,1218,6,211.299495511842,697.7991294414154
band-stretching,1218,7,213.91937097134107,601.1263997586419
band-stretching,1218,8,222.26326718905761,763.7114530350434
band-stretching,1218,9,232.26358188835493,512.9128692412544
band-stretching,1218,10,209.55386739828717,846.7853325777553
band-stretching,1218,11,218.33437301910865,432.8199690640857
band-stretching,1218,12,378.5362778556496,688.0748625493999
band-stretching,1218,13,396.65221533067677,614.7110397493718
band-stretching,1218,14,536.4779390078477,679.425692055767
band-stretching,1218,15,537.864518185429,620.6739605822478
band-stretching,1218,16,658.0975151326554,679.8952067819636
band-stretching,1218,17,665.7644903048067,617.2772907671009
band-stretching,1219,1,177.22902729177275,650.907428869505
band-stretching,1219,2,163.82935924768117,665.7045401008123
band-stretching,1219,3,161.00919757901218,640.1202659994061
band-stretching,1219,4,161.47161666298706,680.6781515676839
band-stretching,1219,5,156.9896247747371,624.304519820083
band-stretching,1219,6,211.03795119032947,697.6914150169546
band-stretching,1219,7,213.90753514558367,601.8085555375134
band-stretching,1219,8,222.433959072076,747.2776090456674
band-stretching,1219,9,232.46903270028335,513.6443296100458
band-stretching,1219,10,210.35368727579527,849.140535424595
band-stretching,1219,11,218.68190802416754,433.39302676436864
band-stretching,1219,12,374.4268697243954,690.5829586413203
band-stretching,1219,13,387.76917667891547,615.2015875429962
band-stretching,1219,14,537.394486002717,680.3993976721067
band-stretching,1219,15,537.5366359081083,618.9688317613802
band-stretching,1219,16,665.5724019382599,681.6725576789373
band-stretching,1219,17,658.7998296814388,613.5448037116998
band-stretching,1220,1,177.18909066526965,650.7931840168509
band-stretching,1220,2,163.80520189684736,665.4881373575942
band-stretching,1220,3,161.00842522185982,640.0031769489702
band-stretching,1220,4,161.37525677515632,680.6065274550522
band-stretching,1220,5,157.13035186682924,624.2439698837959
band-stretching,1220,6,211.19514825109306,697.8254712809817
band-stretching,1220,7,214.04230623073286,601.5930981006965
band-stretching,1220,8,222.62714550002437,747.091779150505
band-stretching,1220,9,232.89369961425103,516.0754766173887
band-stretching,1220,10,210.31350613301737,848.8862918374317
band-stretching,1220,11,216.64844211361444,433.65514155201015
band-stretching,1220,12,376.46560118697715,690.3352178473849
band-stretching,1220,13,387.40042804183645,616.426210068428
band-stretching,1220,14,531.5998017076977,683.1075423253318
band-stretching,1220,15,535.8740142843429,621.8877644952064
band-stretching,1220,16,665.7568343502473,681.77978515625
band-stretching,1220,17,665.976018072332,617.2156990998244
band-stretching,1221,1,176.8215262774125,650.1565749490754
band-stretching,1221,2,163.86616382784055,664.9250930440696
band-stretching,1221,3,160.92303737688,639.740032669532
band-stretching,1221,4,160.8713180182215,679.9137836727289
band-stretching,1221,5,156.6319524630098,623.6430280121111
band-stretching,1221,6,211.0212355149437,696.8984306389051
band-stretching,1221,7,212.47843346880146,601.7388129848507
band-stretching,1221,8,222.6752163996809,746.4375146751196
band-stretching,1221,9,232.80014821130592,519.9286498546973
band-stretching,1221,10,209.74473818330594,848.4060247273858
band-stretching,1221,11,217.4800717251972,434.3304066952088
band-stretching,1221,12,376.5132282907854,689.6909496060207
band-stretching,1221,13,387.57112754366767,615.8863343381025
band-stretching,1221,14,536.8986812808478,678.98848403347
band-stretching,1221,15,538.6737903907131,621.6883467734558
band-stretching,1221,16,658.4329600340781,680.3293978283873
band-stretching,1221,17,666.257533207019,617.1831222403151
band-stretching,1222,1,178.469947862559,650.0189904623159
band-stretching,1222,2,164.52373499347829,664.9132681376853
band-stretching,1222,3,161.38374984677722,639.8651729348486
band-stretching,1222,4,162.26473127092635,680.3748016000073
band-stretching,1222,5,157.3758076364885,623.6126113105435
band-stretching,1222,6,211.73477257505039,696.5420310670374
band-stretching,1222,7,213.90328289566358,601.2613632118768
band-stretching,1222,8,220.75151567816238,760.094744096409
band-stretching,1222,9,232.9853653610166,517.6480757678328
band-stretching,1222,10,209.22930418535674,844.4643009611632
band-stretching,1222,11,209.42588943714242,429.4766090029762
band-stretching,1222,12,380.2107069727121,687.8494603367731
band-stretching,1222,13,387.8975431995154,615.9915644744706
band-stretching,1222,14,537.6809771745446,678.93917944355
band-stretching,1222,15,538.7203756218645,621.5755017747365
band-stretching,1222,16,658.6289178051995,680.9600529905225
band-stretching,1222,17,666.989860164309,617.0067787617096
band-stretching,1223,1,178.41147037881754,649.883568649828
band-stretching,1223,2,164.26770859717,664.7227746038861
band-stretching,1223,3,161.39680753964493,639.4744385005347
band-stretching,1223,4,162.8368936398489,680.1475821501756
band-stretching,1223,5,158.6663912007283,623.6013643412177
band-stretching,1223,6,212.56394416713846,697.5009119538569
band-stretching,1223,7,215.170759076715,601.5232926546644
band-stretching,1223,8,220.6702153262748,762.2264700658055
band-stretching,1223,9,233.28522469233542,515.9302624978654
band-stretching,1223,10,207.7335995869729,845.6767176465072
band-stretching,1223,11,207.36472057072697,431.9190310761856
band-stretching,1223,12,380.57706282638145,687.6129545856509
band-stretching,1223,13,388.25397221622126,615.9061619492828
band-stretching,1223,14,531.0933601707427,683.5043270638173
band-stretching,1223,15,538.7551050278747,621.428735332504
band-stretching,1223,16,666.6859838139168,681.4349589172888
band-stretching,1223,17,667.292915587617,616.7808619669692
band-stretching,1224,1,178.53371327859188,650.4116070856813
band-stretching,1224,2,164.64189325721517,664.913157597824
band-stretching,1224,3,161.8746766237214,639.8386888109455
band-stretching,1224,4,162.6082025916831,680.4636146610924
band-stretching,1224,5,159.12398483816034,623.5350120374693
band-stretching,1224,6,212.05071141088223,697.6307534092018
band-stretching,1224,7,214.58074582929254,602.1510451925071
band-stretching,1224,8,220.03881763982045,759.4421348601556
band-stretching,1224,9,231.4230058857869,516.92305434597
band-stretching,1224,10,207.03900971458953,842.8827137764686
band-stretching,1224,11,205.06684471267934,433.0045875471891
band-stretching,1224,12,380.81505477841785,687.9300667660763
band-stretching,1224,13,388.4200870974219,615.4826751637514
band-stretching,1224,14,531.3366841013323,683.8266022181157
band-stretching,1224,15,539.0433780495568,621.0041879360607
band-stretching,1224,16,667.3228670456208,680.9606533363217
band-stretching,1224,17,667.2076134542817,616.8103751570428
band-stretching,1225,1,178.24188989012316,650.0497443670412
band-stretching,1225,2,164.8430384875336,664.589593129452
band-stretching,1225,3,161.92882066956835,639.8151151730063
band-stretching,1225,4,162.14713203758208,680.2497581464066
band-stretching,1225,5,158.95083368568578,622.8846189214512
band-stretching,1225,6,211.90006271976043,697.2466521668862
band-stretching,1225,7,213.35571024520388,601.7902183086029
band-stretching,1225,8,221.08874719119765,761.4986079600898
band-stretching,1225,9,231.09166371508212,516.58542558609
band-stretching,1225,10,206.61352657577368,843.0204812257574
band-stretching,1225,11,200.79205501096092,432.82087244157395
band-stretching,1225,12,381.55332845722256,688.1326691793521
band-stretching,1225,13,387.90700671742263,615.9392610143443
band-stretching,1225,14,538.27994728882,679.2055233338212
band-stretching,1225,15,539.4561177120129,620.9715643829894
band-stretching,1225,16,659.169645904668,680.3407719989572
band-stretching,1225,17,667.4052911724033,616.4956271955504
band-stretching,1226,1,178.3368262503911,650.4062297025944
band-stretching,1226,2,164.80436444117194,664.7885057983875
band-stretching,1226,3,161.91239069966437,639.5887008521075
band-stretching,1226,4,162.81856944260088,680.0216839185085
band-stretching,1226,5,159.38922764689516,622.6375274300855
band-stretching,1226,6,212.88370098055813,695.978069082077
band-stretching,1226,7,215.0732306534639,602.0509618302046
band-stretching,1226,8,219.13508739286257,759.1292422530615
band-stretching,1226,9,229.35805618349622,517.3020688487998
band-stretching,1226,10,202.39159714993755,848.1470927254098
band-stretching,1226,11,200.00729871689035,430.8090220085817
band-stretching,1226,12,383.3019756146509,688.5352686957211
band-stretching,1226,13,388.5915637181635,616.2010975464725
band-stretching,1226,14,538.5224045794483,679.2967606484192
band-stretching,1226,15,539.6797041555715,620.9325628704992
band-stretching,1226,16,659.3591333989793,680.3661909259733
band-stretching,1226,17,667.7790139419196,616.3972734009075
band-stretching,1227,1,178.40862308560398,649.6280624306268
band-stretching,1227,2,165.15540886189834,664.0028465920179
band-stretching,1227,3,162.5273536544567,639.1776574020922
band-stretching,1227,4,162.4718867922292,679.732195268284
band-stretching,1227,5,159.60297914053962,621.9843701400578
band-stretching,1227,6,212.93416704450334,696.4494920502781
band-stretching,1227,7,214.79155457135542,600.8368058096702
band-stretching,1227,8,221.8853759765625,751.4284532652713
band-stretching,1227,9,228.8624962159896,515.60713637722
band-stretching,1227,10,200.3344553022874,848.6975259654323
band-stretching,1227,11,196.986851791403,432.0299939193547
band-stretching,1227,12,377.36367541774797,690.2016818830504
band-stretching,1227,13,388.5778803302908,616.5338825639759
band-stretching,1227,14,539.1342828673893,679.3757127915203
band-stretching,1227,15,539.9885260678528,620.6327968719506
band-stretching,1227,16,659.5387945294215,681.0770603867828
band-stretching,1227,17,668.2556887770824,616.7654197389124
band-stretching,1228,1,178.2522933790654,649.1961083870024
band-stretching,1228,2,165.0139636966954,663.2885699305657
band-stretching,1228,3,162.30712901206684,638.8604087144671
band-stretching,1228,4,163.2177799981444,679.4308402592275
band-stretching,1228,5,159.73890852332943,622.3475738692154
band-stretching,1228,6,212.89698723781126,696.1561202109558
band-stretching,1228,7,214.12644839981226,600.8803427917337
band-stretching,1228,8,220.9136268732121,746.6568419600165
band-stretching,1228,9,218.4651918450936,516.4680913348947
band-stretching,1228,10,200.64474812162402,839.6187766058011
band-stretching,1228,11,197.56747009023383,432.6868728768723
band-stretching,1228,12,382.7331157332485,688.4751826575917
band-stretching,1228,13,387.94358463789985,616.6890776706431
band-stretching,1228,14,539.0608460827112,679.4267383727313
band-stretching,1228,15,540.6970889955222,621.2865839294863
band-stretching,1228,16,659.9499970963858,681.6101898503061
band-stretching,1228,17,668.2545364316393,617.097655868828
band-stretching,1229,1,177.90268939014283,649.1482436740705
band-stretching,1229,2,164.99176438076321,662.988120681322
band-stretching,1229,3,162.62267166963068,638.7127246603568
band-stretching,1229,4,162.91320652637665,680.4668126936353
band-stretching,1229,5,159.50535588390122,621.824074833771
band-stretching,1229,6,213.41933209423217,696.2237258184524
band-stretching,1229,7,214.58698277995921,600.3432524753306
band-stretching,1229,8,217.5981290396639,759.3433255650493
band-stretching,1229,9,217.68193598097804,516.0620688945404
band-stretching,1229,10,195.35290785536853,842.4694843277347
band-stretching,1229,11,189.27080741702434,433.4883864534543
band-stretching,1229,12,383.2912328802101,689.0667252909104
band-stretching,1229,13,388.1749765552198,616.9459370502171
band-stretching,1229,14,538.6745284632076,679.8538377152859
band-stretching,1229,15,539.8086963711763,621.059790439293
band-stretching,1229,16,667.2563862370718,682.8837572346433
band-stretching,1229,17,668.3609417242085,617.5714116092774
band-stretching,1230,1,178.0652177151959,649.1166769201917
band-stretching,1230,2,165.30145959946717,662.864823471653
band-stretching,1230,3,163.0439215460366,638.5146543218418
band-stretching,1230,4,163.28385796196417,680.6691482865559
band-stretching,1230,5,160.26457811360882,622.1643221257349
band-stretching,1230,6,212.0975680622413,696.131769994755
band-stretching,1230,7,213.67889933381102,598.5355035929267
band-stretching,1230,8,215.64966336698703,762.6488409704942
band-stretching,1230,9,215.90007088882086,515.2353412708577
band-stretching,1230,10,193.51096366215677,836.0306241156811
band-stretching,1230,11,182.58636030178624,433.3811685054401
band-stretching,1230,12,383.2952664166317,689.062404707016
band-stretching,1230,13,387.6521431424251,619.153022617218
band-stretching,1230,14,537.8863937018152,679.4663459485997
band-stretching,1230,15,539.2717319652542,620.9268224211431
band-stretching,1230,16,660.1929248487073,682.2591874824661
band-stretching,1230,17,668.5140693865603,618.2217681193891
band-stretching,1231,1,179.74626805679807,652.4974795005733
band-stretching,1231,2,166.08976864120336,662.7738467833663
band-stretching,1231,3,164.03961657816427,640.4607980982761
band-stretching,1231,4,163.88023387046528,680.6449171865852
band-stretching,1231,5,158.48842097056226,622.9236433042576
band-stretching,1231,6,211.12774651854113,696.2181607081869
band-stretching,1231,7,213.5142815493347,600.889856366791
band-stretching,1231,8,215.78834290312662,758.9183017036861
band-stretching,1231,9,213.16460089610783,505.823587243395
band-stretching,1231,10,186.8203450704249,845.1011201499683
band-stretching,1231,11,181.25879454381257,431.82662165788446
band-stretching,1231,12,377.66426615510005,690.2234296478581
band-stretching,1231,13,388.08612881685593,616.2928532549034
band-stretching,1231,14,538.08751893275,679.1564607880806
band-stretching,1231,15,540.1056729341843,621.409917826954
band-stretching,1231,16,660.0727875983334,682.778969257721
band-stretching,1231,17,668.3703452439645,618.8096943839652
band-stretching,1232,1,179.5904423823469,652.5295160488632
band-stretching,1232,2,166.39619538919604,663.1685779580467
band-stretching,1232,3,163.88986500225516,640.7827899346214
band-stretching,1232,4,164.97263354170505,680.5014259642126
band-stretching,1232,5,159.05356546050137,623.5282722625018
band-stretching,1232,6,210.63666927004323,695.9799196718262
band-stretching,1232,7,213.91715008739624,601.5356011729423
band-stretching,1232,8,209.40368821650702,762.3663525428742
band-stretching,1232,9,205.26078730780276,507.8600500078521
band-stretching,1232,10,183.58264674426118,838.0403655362632
band-stretching,1232,11,173.48848993669105,435.12579055059524
band-stretching,1232,12,377.67708099830827,690.1913711821819
band-stretching,1232,13,396.95168038843076,615.6821214733973
band-stretching,1232,14,538.1452390588769,679.8814879275225
band-stretching,1232,15,540.5222839059181,621.2216103142076
band-stretching,1232,16,666.695181625726,683.5951641478825
band-stretching,1232,17,668.5206720402435,618.7723195227118
band-stretching,1233,1,178.7330007090152,649.3636911051242
band-stretching,1233,2,166.45169463137813,663.0713228915093
band-stretching,1233,3,163.88791172911158,641.1057575115648
band-stretching,1233,4,164.7052074966748,679.7614721317574
band-stretching,1233,5,158.24066860500554,622.7971220947074
band-stretching,1233,6,210.55841644329436,694.9619776229204
band-stretching,1233,7,215.02610734365518,597.8741845779359
band-stretching,1233,8,213.49311839194965,764.5247955679614
band-stretching,1233,9,203.60899439797157,508.0277832888887
band-stretching,1233,10,178.93966219792253,835.9640829308157
band-stretching,1233,11,168.71468394540054,437.5020316464188
band-stretching,1233,12,384.16254864982363,687.5176289116936
band-stretching,1233,13,395.00900120411103,619.0273106833346
band-stretching,1233,14,539.1034790546984,679.6662725348849
band-stretching,1233,15,540.2774628786042,621.5652777904835
band-stretching,1233,16,666.8556319195751,684.4713440656103
band-stretching,1233,17,669.2030976780906,619.0103032680157
band-stretching,1234,1,179.4049645263841,648.9054862267333
band-stretching,1234,2,166.48696878250695,662.8657130316586
band-stretching,1234,3,164.69818723681234,641.1371125959029
band-stretching,1234,4,162.7038529775675,680.7780719789837
band-stretching,1234,5,157.37310676733432,623.1280388039224
band-stretching,1234,6,210.1058799119333,695.4854853538495
band-stretching,1234,7,214.31464641004925,597.5028683188183
band-stretching,1234,8,206.46886246214297,763.2955992175303
band-stretching,1234,9,203.3245441156353,515.9216623060597
band-stretching,1234,10,175.58361989945877,833.9182423838035
band-stretching,1234,11,166.8361799263921,445.4355451597263
band-stretching,1234,12,376.70562998101053,688.741395043545
band-stretching,1234,13,394.3111598508203,618.8969879984204
band-stretching,1234,14,539.0803702429826,680.1040675619633
band-stretching,1234,15,540.0949180274995,621.979885175766
band-stretching,1234,16,666.9506537533997,684.6732174875585
band-stretching,1234,17,668.6971037463903,619.5048042910812
band-stretching,1235,1,178.3368550590272,648.2892669987436
band-stretching,1235,2,166.0780718587804,662.7891932419741
band-stretching,1235,3,164.74756428669627,641.3786024083205
band-stretching,1235,4,163.27256402427048,679.4754178406762
band-stretching,1235,5,157.83798768021032,623.1734711932169
band-stretching,1235,6,210.2234886687936,694.7088718339859
band-stretching,1235,7,212.800316883357,597.2141844178437
band-stretching,1235,8,199.15779441801752,769.3683294911202
band-stretching,1235,9,197.5764812411283,508.6473808913934
band-stretching,1235,10,169.72024105458252,833.3337545283226
band-stretching,1235,11,163.16971576494913,448.04694361094846
band-stretching,1235,12,384.5736941947355,685.1742811001994
band-stretching,1235,13,394.7481235287226,619.2664241269638
band-stretching,1235,14,539.0851796185921,680.2837177071136
band-stretching,1235,15,540.184283845137,621.8961378897102
band-stretching,1235,16,666.7072326829464,685.585032216652
band-stretching,1235,17,668.4262330456019,619.7090219204357
band-stretching,1236,1,179.29334796582776,652.63201413538
band-stretching,1236,2,165.84281053688588,662.0341707299596
band-stretching,1236,3,165.1378955920427,640.3871209578622
band-stretching,1236,4,163.65107807471583,679.9476517521712
band-stretching,1236,5,158.93094638184272,622.888996681136
band-stretching,1236,6,209.95825779421486,694.9540177999671
band-stretching,1236,7,211.60573750362317,597.8144668471897
band-stretching,1236,8,200.7361724472575,770.8976408506538
band-stretching,1236,9,194.52469909075396,511.15936874878025
band-stretching,1236,10,163.33865294013373,828.4636426772297
band-stretching,1236,11,154.45473764871923,448.2933903261612
band-stretching,1236,12,382.76108171672,687.1774498063265
band-stretching,1236,13,393.87260384103297,618.9928470227422
band-stretching,1236,14,538.7670789446149,680.2899917971799
band-stretching,1236,15,540.9489745670483,621.7098077063818
band-stretching,1236,16,666.2639825320938,685.8222097833113
band-stretching,1236,17,668.3275256110627,620.2714849467579
band-stretching,1237,1,177.87751492779398,647.2804954701527
band-stretching,1237,2,165.05552241607117,661.3563426819562
band-stretching,1237,3,164.4614683407851,640.7561053976615
band-stretching,1237,4,163.05629830750613,679.9256371670082
band-stretching,1237,5,159.13623719870134,623.6463717535825
band-stretching,1237,6,210.95223954580362,694.979546313915
band-stretching,1237,7,214.2198379029844,607.1016943854898
band-stretching,1237,8,191.26028158793667,762.6375411284519
band-stretching,1237,9,192.4450841260849,517.1084725754415
band-stretching,1237,10,157.14266267795009,832.0623269479411
band-stretching,1237,11,148.17338644548857,450.67563321234934
band-stretching,1237,12,383.32244120424565,688.1225644900034
band-stretching,1237,13,394.3377171277008,619.798974447377
band-stretching,1237,14,538.6319507276136,680.1875080046107
band-stretching,1237,15,539.7883617596884,621.9548707674668
band-stretching,1237,16,666.3894377138347,686.1186853151224
band-stretching,1237,17,668.1476787720574,619.9537819498316
band-stretching,1238,1,176.71138115960915,647.7801375497048
band-stretching,1238,2,163.79526220313718,661.9024520028298
band-stretching,1238,3,163.39207343684816,640.9735314684115
band-stretching,1238,4,161.86625783552574,680.1784265832357
band-stretching,1238,5,157.81233513735535,623.2833951195174
band-stretching,1238,6,208.79845353336836,693.3021229752147
band-stretching,1238,7,209.575618156613,601.0942350412886
band-stretching,1238,8,189.35731546558057,758.1559159027981
band-stretching,1238,9,190.87631056278985,518.9430311859632
band-stretching,1238,10,158.5544875061628,827.2531640129477
band-stretching,1238,11,139.41838861007795,453.62692720530833
band-stretching,1238,12,381.7668409254944,690.0731957321703
band-stretching,1238,13,396.7021776006225,616.5322987945818
band-stretching,1238,14,538.3262077680738,680.1240066659349
band-stretching,1238,15,539.5304930391986,621.8590689189353
band-stretching,1238,16,666.1500317577515,686.6747646644467
band-stretching,1238,17,667.4212497282623,620.332060790825
band-stretching,1239,1,176.12971491688003,647.963426457449
band-stretching,1239,2,162.7982300693549,661.9828888106216
band-stretching,1239,3,163.09377786686616,641.0699188923296
band-stretching,1239,4,162.28651536155837,678.94709924345
band-stretching,1239,5,157.73014909847433,623.686438254506
band-stretching,1239,6,206.49060083989792,692.7612028337846
band-stretching,1239,7,207.6282495929861,602.4510832525249
band-stretching,1239,8,183.14804680304454,757.0073752957894
band-stretching,1239,9,184.44744628609962,513.4322017100898
band-stretching,1239,10,146.27879054139623,822.154260854252
band-stretching,1239,11,139.09155582422687,455.19791781018245
band-stretching,1239,12,379.9035069152155,688.1721018330368
band-stretching,1239,13,384.08712633109127,617.0662978065842
band-stretching,1239,14,538.5769657552986,679.6486185566696
band-stretching,1239,15,539.3045614298107,622.1654148980289
band-stretching,1239,16,665.9533654370355,687.0760424671278
band-stretching,1239,17,667.0230734265627,620.7581481218897
band-stretching,1240,1,175.17087297532166,648.4832110914934
band-stretching,1240,2,162.10082298839637,663.0767950911153
band-stretching,1240,3,162.36346465704676,641.7636051222647
band-stretching,1240,4,161.40439302018544,674.7103693632295
band-stretching,1240,5,157.55044415985827,624.2522328575545
band-stretching,1240,6,204.67014646067202,692.4328322637649
band-stretching,1240,7,207.98003875266826,602.1629820681475
band-stretching,1240,8,178.21720541267553,759.4870750314086
band-stretching,1240,9,181.25694793404884,517.3349878101214
band-stretching,1240,10,140.49155958813205,828.209990859497
band-stretching,1240,11,127.8667002502989,460.1616178537885
band-stretching,1240,12,380.28655534974416,688.7653048870435
band-stretching,1240,13,384.1519090967271,616.2503821248658
band-stretching,1240,14,532.028514211287,684.5518561548595
band-stretching,1240,15,540.0900419872776,621.7661887532934
band-stretching,1240,16,660.5073113514217,686.062714504507
band-stretching,1240,17,666.5200651171468,621.0829590224922
band-stretching,1241,1,175.02591696592376,648.9279715592372
band-stretching,1241,2,161.43600347468657,663.2489556841883
band-stretching,1241,3,161.84790792478438,641.9834262630513
band-stretching,1241,4,160.9398468588989,679.810254516125
band-stretching,1241,5,158.44306748716906,623.9496708437393
band-stretching,1241,6,204.0176294250065,692.5605439209174
band-stretching,1241,7,206.59456525530135,604.427764201704
band-stretching,1241,8,177.8059818939759,755.8361797347653
band-stretching,1241,9,173.09128193848673,516.4177814039934
band-stretching,1241,10,144.58776741186557,812.8850446428571
band-stretching,1241,11,128.44324984266095,460.09603221932025
band-stretching,1241,12,382.1259286697959,689.4905124875738
band-stretching,1241,13,384.50220782614616,617.5643856575673
band-stretching,1241,14,538.2924811883046,681.0170448654616
band-stretching,1241,15,539.5530575819716,622.1033543892711
band-stretching,1241,16,665.1101514205192,688.3065884044448
band-stretching,1241,17,665.5200340281577,621.3324351016662
band-stretching,1242,1,173.696128538346,649.0853512575625
band-stretching,1242,2,162.23788876473986,663.9858063006196
band-stretching,1242,3,160.75078000638752,641.8862922186037
band-stretching,1242,4,160.6361100280169,680.163610430084
band-stretching,1242,5,157.5030675245224,624.5036137243624
band-stretching,1242,6,202.95619737093392,693.0136687303316
band-stretching,1242,7,205.54071582471448,604.1310811694202
band-stretching,1242,8,171.9005455355704,755.7877022879464
band-stretching,1242,9,167.26374294159316,519.3198205976166
band-stretching,1242,10,129.66206448749432,814.8675838175647
band-stretching,1242,11,120.23466165783336,462.45717759620015
band-stretching,1242,12,382.47541028153717,689.2289390831976
band-stretching,1242,13,384.6460472032862,617.4727128540325
band-stretching,1242,14,538.9332357292864,681.6547455143686
band-stretching,1242,15,538.8238943367163,622.4718371115096
band-stretching,1242,16,664.5506534232511,687.8869943373097
band-stretching,1242,17,657.6135757594433,618.8177285354459
band-stretching,1243,1,172.61686512898143,649.7828330070502
band-stretching,1243,2,161.53363975175708,663.8295248539349
band-stretching,1243,3,160.23090025257633,642.3069385585145
band-stretching,1243,4,159.81108497482066,679.5264548570452
band-stretching,1243,5,156.2863676359518,624.5622191477529
band-stretching,1243,6,201.19706681631143,693.1963082163898
band-stretching,1243,7,205.69976806640625,604.7776988593049
band-stretching,1243,8,167.80944231644418,757.0471963279421
band-stretching,1243,9,165.98223290727802,522.6985138677974
band-stretching,1243,10,123.81640462042058,816.7181488203872
band-stretching,1243,11,116.35811158919633,470.70432235634394
band-stretching,1243,12,381.45371890762476,690.8448161379049
band-stretching,1243,13,383.1660575707974,616.359077114132
band-stretching,1243,14,538.1051812456319,680.9258666325137
band-stretching,1243,15,538.5286805765309,622.866747437
band-stretching,1243,16,657.2551810890229,684.9180632806401
band-stretching,1243,17,657.4629194495086,618.9394786635197
band-stretching,1244,1,171.88598027011062,651.0360219867596
band-stretching,1244,2,161.41996468320468,664.0218908948698
band-stretching,1244,3,159.80148973478194,642.8263277266753
band-stretching,1244,4,160.3030907661343,680.7951208467506
band-stretching,1244,5,156.27775361567694,625.5320969640418
band-stretching,1244,6,200.18569798145478,693.1942065296278
band-stretching,1244,7,204.24363388929223,603.2137596970141
band-stretching,1244,8,166.0628999453477,755.8467496325502
band-stretching,1244,9,164.5640947021823,526.7999393245748
band-stretching,1244,10,126.32394163684607,810.9242290225836
band-stretching,1244,11,108.18639625623388,474.06881411311963
band-stretching,1244,12,381.32612760123203,691.3487664132635
band-stretching,1244,13,383.68865480039386,616.8364177766393
band-stretching,1244,14,537.2117163966334,681.3707743279176
band-stretching,1244,15,529.2837187916496,620.9762623271004
band-stretching,1244,16,657.979937803398,685.656256098751
band-stretching,1244,17,657.5354029302293,618.8526848607655
band-stretching,1245,1,171.03229490960024,651.337896342579
